2000
1
8	1695	1839
8	1636	1665
8	1011	1080
8	437	677
8	1619	1939
8	1565	1523
8	1099	997
8	1473	525
8	186	811
8	926	427
8	781	1810
8	1040	141
8	1517	837
8	803	1855
8	1201	1540
8	1164	494
8	569	1877
8	574	511
8	1488	1168
8	902	1089
8	360	1733
8	1302	758
8	954	1529
8	977	226
8	1357	287
8	845	1641
8	1171	28
8	254	523
8	534	1031
8	1583	833
8	1908	301
8	1710	131
8	866	260
8	651	1917
8	126	1240
8	736	1166
8	1795	721
8	456	1983
8	1973	1992
8	1727	1380
8	1325	895
8	96	1469
8	1803	712
8	1974	1044
8	1044	1514
8	72	1614
8	1867	928
9	397	1171
9	1404	735
9	1293	406
9	1347	1807
9	2000	1162
9	1895	829
9	1445	1353
9	1400	1213
9	1729	1851
9	910	728
9	627	1716
9	248	751
9	1649	1008
9	1508	1225
9	410	1167
9	544	75
9	641	571
9	1292	1143
9	645	120
9	651	61
9	834	333
9	685	1415
9	396	1869
10	1581	947
10	1719	689
10	1672	565
10	282	1251
10	854	537
10	1667	884
10	1921	1355
10	1567	451
10	457	984
10	102	509
10	1736	1498
10	1198	1293
10	431	1730
10	1059	1307
10	188	790
10	264	623
10	1462	600
10	128	48
10	1582	1976
10	1087	1436
10	1926	771
10	1287	1939
10	243	1198
10	1255	1156
10	520	573
10	250	1240
10	220	794
10	1085	201
10	159	312
10	45	194
10	470	1972
10	1882	489
10	1950	1704
10	314	1388
10	1242	1043
10	415	545
10	1710	917
10	655	1038
10	1925	1972
10	1018	195
10	1488	1510
10	11	1593
10	666	46
10	664	1689
10	1060	782
10	770	1297
10	1486	403
10	234	1360
10	1269	258
10	1824	108
10	1524	1090
10	983	593
10	441	143
10	1363	1523
10	1333	1132
10	994	1042
10	890	624
10	1652	476
10	968	1884
10	36	589
11	5	1387
11	10	1593
11	411	501
11	1728	649
11	926	1558
11	1174	1799
11	798	832
11	113	1185
11	986	1139
11	1519	545
11	223	52
11	603	333
11	731	1851
11	1748	1346
11	1486	1218
11	1360	1500
11	332	1234
11	1909	1869
11	1825	215
11	1942	207
11	1770	660
11	54	604
11	604	297
11	458	317
11	1900	1410
11	267	644
11	349	1449
11	1449	1872
11	907	1757
11	1915	1946
11	838	1317
11	1027	782
11	1788	1882
11	950	1685
11	1835	960
11	492	779
11	1640	1976
11	262	702
11	885	1708
11	1802	1243
11	575	782
11	663	438
11	399	775
12	1086	1284
12	1152	1047
12	923	1164
12	1324	1618
12	1603	997
12	570	1622
12	1179	1679
12	1065	453
12	878	637
12	680	1658
12	18	1585
12	1331	988
12	616	602
12	1049	979
12	990	1631
12	433	1893
12	515	1857
12	920	1442
12	643	748
12	591	1359
12	592	372
12	465	1686
12	1132	1779
12	1735	1804
12	236	280
12	1497	155
12	1995	71
12	1413	1023
12	47	371
12	1819	1493
12	1265	1687
12	88	1917
12	961	1411
12	1910	1189
12	290	1332
12	1579	1443
12	1626	111
12	1656	1129
12	1784	1896
12	377	904
12	1355	1331
12	229	364
12	708	1726
12	947	93
12	281	1271
12	79	1042
12	634	433
12	933	1140
12	583	1100
12	285	1002
12	174	1107
12	462	189
12	856	464
12	1261	15
12	981	387
12	1432	252
13	1953	104
13	656	1796
13	1808	724
13	1357	53
13	289	1726
13	675	164
13	501	135
13	1850	120
13	1666	928
13	1154	1823
13	465	757
13	736	1503
13	749	1802
13	938	551
13	1023	614
13	1539	247
13	771	1782
13	1063	956
13	1392	377
13	483	263
13	1876	415
13	197	1185
13	1638	1439
13	492	1613
13	1830	1314
13	91	1402
13	1089	1262
13	1826	1664
13	670	1983
13	1507	1573
13	1424	776
13	202	1922
14	6	176
14	408	1533
14	274	282
14	861	1835
14	826	30
14	473	245
14	1265	894
14	492	694
14	1140	1063
14	1211	1514
14	1931	61
14	389	126
14	856	1753
14	1119	197
14	1878	212
14	1556	407
14	621	765
14	375	199
14	1950	928
14	1801	23
14	257	1360
14	1629	1199
14	1006	1396
14	116	1563
14	1705	177
14	385	1146
14	118	1200
14	776	57
14	1110	1723
14	380	125
14	769	1673
14	759	436
14	1356	1424
14	209	151
14	1697	1213
14	1129	693
14	959	415
14	1207	892
14	655	61
14	1988	728
14	260	1593
14	1317	1133
14	331	1030
14	1597	1695
15	1335	142
15	149	676
15	1066	888
15	108	150
15	494	1761
15	1524	272
15	873	958
15	919	323
15	1883	1277
15	1501	1804
15	192	1327
15	1778	1307
15	657	677
15	436	978
15	689	294
15	284	316
15	1401	1968
15	1605	921
15	1072	281
15	1026	142
15	1338	698
15	229	951
15	1254	175
15	819	761
15	1351	753
15	504	332
15	1428	1550
15	806	1782
15	1015	836
15	1718	1490
15	1862	1914
15	1453	1178
15	957	838
15	492	614
15	1516	1872
15	1836	1444
15	1978	538
15	1557	1963
15	1951	286
15	510	1929
15	1378	1731
15	322	1549
15	1194	163
15	1526	1652
15	900	1988
15	712	136
15	445	69
15	1885	412
15	1601	1805
15	1504	706
15	604	1362
15	1890	1419
15	798	843
15	1458	1693
15	1664	512
15	1465	63
15	1014	1429
15	186	380
16	1547	714
16	566	282
16	1641	877
16	614	215
16	127	732
16	69	772
16	610	45
16	885	189
16	1447	6
16	753	1716
16	1451	676
16	964	1402
16	207	1482
16	971	893
16	636	8
16	705	1378
16	420	1202
16	775	50
16	448	1498
16	1509	1105
16	794	1354
16	825	1251
16	330	448
16	660	1443
16	1177	769
16	1223	1836
16	1080	1739
16	1430	1227
16	1714	181
16	165	1238
16	1097	517
16	1681	1546
16	1880	359
16	1476	1211
16	1438	206
16	1146	1984
16	585	1974
16	303	1849
16	1368	677
16	931	1362
16	890	735
16	1264	969
16	486	799
16	78	1731
16	1796	1959
16	1420	128
16	1314	1961
16	1293	1999
16	817	1296
16	1392	640
16	1516	390
16	1111	638
16	781	801
16	1828	1477
16	1597	336
16	889	1444
16	492	22
16	1283	1952
16	65	1335
17	1460	88
17	1343	1473
17	1637	840
17	219	1817
17	1968	1132
17	1529	520
17	1031	542
17	1049	1299
17	1212	1611
17	186	1289
17	1394	683
17	942	152
17	175	255
17	128	1161
17	242	1521
17	757	1085
17	240	1515
17	1352	1352
17	1157	990
17	880	943
17	1345	1436
17	1590	668
17	213	354
17	1937	1395
17	709	853
17	868	345
17	327	1352
17	280	1227
17	823	767
17	584	445
17	333	1015
17	1899	1460
17	1509	616
17	878	1172
17	693	1891
17	902	1410
17	1379	1949
17	312	1838
17	224	1961
17	1148	157
17	1023	1788
17	977	6
17	192	1989
17	1981	1601
17	1648	1600
17	291	1549
17	1519	428
17	1324	523
17	764	1474
17	1728	1041
17	1634	1385
17	1618	1687
17	797	598
17	713	1001
17	1797	1367
17	308	77
17	1233	669
17	795	48
17	1405	1805
17	658	1903
17	58	281
17	1074	1
17	917	441
17	763	935
17	1895	1707
17	608	378
17	1624	1810
17	605	1113
17	225	796
17	1249	1601
17	492	1020
17	936	212
17	1614	1961
17	1015	1506
17	1745	43
18	12	1585
18	745	1401
18	1683	1485
18	1753	1596
18	1020	1706
18	423	831
18	816	745
18	111	549
18	1262	1438
18	515	1038
18	1894	1789
18	1537	559
18	875	346
19	643	1248
19	441	356
19	686	616
19	1001	1969
19	952	1686
19	638	1747
19	1423	1412
19	717	159
19	93	1905
19	738	1989
19	429	468
19	800	1780
19	126	1631
19	1282	722
19	512	1002
19	1611	1270
19	554	1269
19	625	102
19	1270	1837
19	1262	1569
19	369	614
19	942	177
19	564	754
19	186	1248
19	1647	107
19	1587	1901
19	1041	802
19	1279	609
19	1831	296
19	254	1424
19	1794	303
19	1357	785
19	1723	1716
19	1122	1550
19	359	1845
19	1879	297
19	1064	400
19	1274	1379
19	1330	1472
19	1455	1874
19	1332	1600
19	280	1226
19	825	686
19	1720	699
19	121	213
19	806	986
19	1016	687
19	1625	1415
19	1109	640
19	600	7
19	1762	530
19	1114	1485
19	205	1575
19	60	1496
19	1217	608
19	1506	556
19	1994	370
19	922	281
19	33	1954
19	699	1565
19	1066	1218
19	372	1543
19	420	472
19	541	1325
19	215	1470
19	1072	1846
20	1363	228
20	1814	824
20	1227	436
20	944	1127
20	804	608
20	1983	1106
20	1909	378
20	1216	75
20	559	1094
20	1337	1665
20	1331	1608
20	1563	1275
20	1700	23
20	1299	1219
20	1741	1464
20	1762	1285
20	605	680
20	993	1208
20	1981	640
20	341	1882
20	1399	746
20	828	393
20	1573	1855
20	36	1309
20	1101	1877
20	768	1519
20	457	799
20	1488	281
20	388	853
20	259	413
20	210	142
20	1788	1699
20	78	1159
20	566	1876
20	1696	1517
20	542	1934
20	997	1216
20	1076	1128
20	687	1520
20	119	1951
20	992	817
20	827	423
20	983	1735
20	678	361
20	1265	525
20	1182	1747
20	29	1823
20	437	1732
20	1183	24
20	1135	246
20	897	550
20	1456	223
21	6	765
21	1293	1167
21	824	516
21	943	691
21	1915	1039
22	263	93
22	1800	1047
22	535	686
22	1547	471
22	1607	809
22	1689	598
22	615	1354
22	1548	1661
22	1347	57
22	1530	1594
22	630	1403
22	1234	1196
22	1556	1593
22	1771	1063
22	429	1084
22	1126	1607
22	35	1827
22	236	1354
22	1587	529
22	1105	1497
22	1464	359
22	720	558
22	712	1410
22	785	1525
22	239	617
22	805	168
22	739	58
22	169	827
22	1519	794
22	616	1004
22	567	385
22	1539	1867
22	281	559
22	1410	1457
22	1116	1442
22	1414	236
22	844	1218
23	48	885
23	254	918
23	1481	169
24	3	824
24	1990	1970
24	1384	1927
24	320	562
24	1252	511
24	156	43
24	1277	108
24	1703	124
24	1893	214
24	718	693
24	1041	162
24	671	1047
24	1053	42
24	1231	1943
24	1506	680
24	1095	1766
24	415	1502
24	717	969
24	1837	164
24	297	1255
24	1256	401
24	1864	1889
24	80	1586
24	1779	1285
24	1310	1550
24	966	1161
24	1431	99
24	1866	1771
24	427	1930
24	947	1058
24	356	978
24	1705	992
24	310	182
24	881	1563
24	1981	1789
24	1134	73
24	101	1168
24	1974	830
24	365	156
24	1443	1614
25	952	97
25	433	242
26	1643	1109
26	1218	621
26	426	1347
26	1134	54
26	1653	114
26	1982	1839
26	751	640
26	321	407
26	276	953
26	1885	1489
26	1089	1178
26	1349	1528
26	1615	1200
26	322	1930
26	497	1893
26	1344	427
26	1361	96
26	890	357
26	1098	209
26	101	1525
26	1352	1727
26	949	1921
26	717	369
26	478	599
26	451	1598
26	1338	131
26	1542	1399
26	746	1501
26	1154	7
26	771	114
26	533	1935
26	1169	472
26	1203	870
26	354	1521
26	885	866
27	1290	1356
27	1006	952
27	399	904
27	512	1107
27	1679	1821
27	369	884
27	45	810
27	1952	1430
27	250	1097
28	430	1027
28	1531	1735
28	106	1216
28	479	878
28	1209	971
28	1897	1973
28	407	79
28	510	1625
28	745	130
28	1646	1102
28	1641	476
28	993	1240
28	560	1480
28	1429	1169
28	1903	1193
28	1298	790
28	1246	524
28	1305	689
28	204	668
28	789	1488
28	1598	479
28	1336	978
28	61	1900
28	778	1246
28	775	1801
28	1281	1461
28	1924	926
28	1604	1855
28	227	369
28	462	1233
28	134	234
28	1219	438
28	58	1130
28	1617	360
28	1259	1048
28	1851	1261
28	1301	1066
28	638	1590
28	1685	295
28	1875	343
28	1390	679
28	1724	1186
28	1345	1509
28	1114	1626
28	797	1113
28	436	651
28	1412	1717
28	1249	1710
28	473	269
28	1614	1074
28	622	622
28	903	319
28	305	34
28	1006	704
28	1726	95
28	1387	1807
28	342	1891
28	760	231
29	20	1823
29	1813	1070
29	996	1788
29	1715	1001
29	866	1883
29	1555	1191
29	1812	1188
29	1589	1116
29	1737	836
29	1695	129
29	778	1688
29	1852	1017
29	884	1730
29	1174	1580
29	1371	1528
29	1077	1747
29	1194	854
29	1949	984
29	789	1656
29	1127	1595
29	284	766
29	383	1373
30	5	1072
30	459	307
30	186	675
30	1569	1446
30	1922	1186
30	207	434
30	627	824
30	1091	1873
30	502	1457
30	1540	737
30	1821	836
30	1048	1397
30	569	1873
30	1046	834
30	909	82
30	1889	1769
30	819	1179
30	589	1492
30	269	1606
30	760	22
30	1238	1876
30	1225	1125
31	689	1929
31	512	1363
31	1325	131
31	898	1042
31	949	1806
31	255	1192
31	1076	729
32	1455	1068
32	1589	1957
32	974	944
32	1126	136
32	921	1125
32	1205	1097
32	799	1253
32	1755	861
32	1896	1326
32	558	1023
32	1895	1266
32	550	1306
32	1573	1713
32	1303	1627
32	1341	1581
32	280	615
32	1484	1335
32	491	217
32	1768	682
32	1398	961
32	1877	1832
32	377	1465
32	1267	361
32	672	275
32	1671	813
32	1965	1800
32	1833	1789
32	871	1392
32	415	434
32	633	1102
32	367	1831
32	937	649
32	664	1243
32	325	1287
32	1169	1700
32	1422	1725
32	1611	120
32	1892	635
32	1235	1426
32	1305	733
32	1634	1693
32	1186	366
32	1522	1970
32	1520	179
32	759	1214
32	1471	77
32	579	66
32	1730	497
32	1715	1342
32	618	1188
32	1648	1116
32	1975	375
32	465	1741
32	394	536
32	483	581
32	1916	1024
32	1674	738
32	922	1654
32	686	428
32	1352	937
32	1630	621
32	103	1143
32	386	196
32	645	506
32	608	379
32	1453	1822
32	539	227
32	549	120
32	580	1888
32	368	1082
32	990	1491
32	1737	1071
32	536	1645
32	401	31
32	1769	274
32	1087	1719
32	464	229
32	1545	603
33	19	1954
33	435	1953
33	265	1646
33	1960	1887
33	1975	488
33	164	990
33	1550	653
33	895	1368
33	1045	1402
33	514	984
33	378	37
33	1833	1702
33	177	668
34	4	1040
34	1505	1597
34	1122	1021
34	1116	1597
34	937	901
34	1731	367
34	472	520
34	1172	393
34	1728	1000
34	1315	1267
34	1813	1328
34	1473	1851
34	1342	1470
34	310	993
35	22	1827
35	367	782
35	1802	1467
35	931	1528
35	970	1759
35	37	175
35	176	904
35	1827	1135
35	1341	661
35	78	285
36	3	1301
36	10	589
36	20	1309
36	1274	135
36	299	888
36	956	1037
36	1785	585
36	1912	123
36	125	1944
36	788	1195
36	157	1311
36	1709	624
36	445	473
36	938	1760
36	1252	1565
36	277	375
36	1425	1149
36	1355	62
36	676	589
36	619	1658
36	859	1576
36	1454	863
36	294	1848
36	1718	1185
36	628	915
36	669	1678
36	1787	1413
36	1170	130
36	1449	604
36	586	1241
37	35	175
37	1311	854
37	1235	543
37	1730	816
37	52	990
37	912	845
37	1738	1625
37	730	1637
37	903	697
37	1687	1233
37	415	1371
37	1669	416
37	1197	38
37	316	60
37	1666	1835
37	915	325
37	599	1832
37	743	1226
37	1743	1670
37	1682	1372
37	847	1706
37	1870	712
37	741	1541
37	978	1436
37	1220	302
37	648	309
37	1056	1680
37	1372	1628
37	611	1667
37	1850	1620
37	718	525
37	1327	858
37	1548	1837
37	1535	1620
37	1863	1896
37	498	744
37	600	145
37	1387	1473
37	1467	1157
37	550	1138
37	707	1732
37	1717	676
37	1233	224
37	1627	612
37	1919	1096
37	1937	916
37	235	1126
37	1598	1314
37	1999	1374
37	823	266
37	1586	129
37	1662	1515
37	1188	303
37	784	518
37	958	1154
37	1788	116
37	250	1466
37	696	585
37	336	384
37	757	1193
37	1657	626
37	686	953
37	829	1566
37	380	1446
37	453	1471
37	1435	154
37	1785	1545
37	1609	1113
37	1955	1131
37	278	178
37	1765	67
37	1949	1596
38	4	1677
38	446	1585
38	229	761
38	602	596
39	362	921
39	996	1620
39	312	100
39	1415	1435
39	869	743
39	1683	1043
39	824	18
39	381	515
39	1684	285
39	1420	1761
39	245	680
39	588	1365
39	238	368
39	169	1611
39	1422	725
39	999	1643
39	328	1770
39	923	1249
39	727	1196
39	811	372
39	763	1699
39	986	423
39	299	1875
39	1290	1847
39	1340	516
39	336	390
39	1971	33
39	426	103
39	1077	161
39	1899	519
39	1652	861
39	326	1475
39	1700	1078
39	213	1923
39	959	870
39	1192	560
39	1833	1676
39	1676	292
39	330	519
39	1594	204
39	259	1529
39	1106	1825
39	746	232
39	565	780
40	1898	292
40	1508	774
40	773	203
40	751	203
40	519	1908
40	1260	784
40	1727	1667
40	1287	1142
40	475	1702
40	678	924
40	1580	1126
40	512	1884
40	223	566
40	1847	1780
40	1645	960
40	393	1422
40	1799	80
40	1438	1241
40	1253	181
41	100	549
41	306	595
41	1990	829
41	1723	230
41	963	504
41	1075	1051
41	1730	1000
41	829	1758
41	1217	1126
41	1647	1787
41	204	1097
41	1172	25
41	1970	723
41	436	992
41	1054	1586
41	142	1192
41	1284	508
41	321	593
41	527	1573
41	494	642
41	371	1439
41	1081	1624
41	91	36
42	5	1629
42	201	892
42	161	313
42	1279	1500
42	89	1452
42	1258	1330
42	1200	1059
42	94	1324
42	1463	1111
42	1850	997
42	784	1497
42	1221	592
42	557	585
43	299	814
43	1171	853
43	110	661
43	832	1464
43	1681	1371
43	278	669
43	1908	254
43	1903	75
43	1141	1541
43	223	1041
43	290	1290
43	1318	975
43	1752	425
43	442	1376
43	1791	1748
43	501	1709
43	1931	836
43	1385	1667
43	1468	589
43	1689	1470
43	523	1602
43	1156	1973
43	594	150
43	602	229
43	247	1788
43	555	1232
43	938	1421
43	1162	1326
43	1780	13
43	1984	1694
43	1805	1317
43	321	1914
43	696	1462
44	1475	786
44	1062	1858
44	875	1606
44	1870	1675
44	479	196
44	755	409
44	799	991
44	1845	455
44	474	1975
44	1930	1019
44	1438	1718
44	796	1920
44	1204	27
44	1484	248
44	93	1449
44	814	1432
44	1189	824
44	153	663
44	1738	946
44	132	1322
44	1399	475
44	862	67
44	1935	198
44	901	644
44	1201	1374
44	277	233
44	1436	263
44	499	1218
44	349	1262
44	532	1616
45	10	194
45	27	810
45	901	1870
45	1720	735
45	1700	251
45	1977	1806
45	438	1472
45	811	341
45	89	1190
45	65	729
46	1851	1463
46	919	1467
46	349	266
46	1691	580
46	582	181
46	329	588
46	1730	1410
46	519	1860
46	425	254
46	1006	42
46	472	321
46	1403	1786
46	1883	195
46	1999	1236
46	148	17
46	575	1128
46	526	262
46	498	1626
46	940	19
47	12	371
47	931	1895
47	1499	1568
47	1178	1454
47	95	415
47	326	840
47	383	1706
47	369	567
47	370	458
47	566	1800
47	1442	299
47	802	1860
47	1355	1418
47	346	1015
47	355	80
47	89	1435
47	1193	753
47	1296	1675
47	525	698
47	1665	1252
47	1928	1890
47	1756	1494
48	23	885
48	429	216
48	316	9
48	638	138
48	1616	1488
48	284	82
48	1324	3
48	837	519
48	1227	1703
48	1322	1167
48	1396	1906
48	1104	203
48	1515	478
48	873	871
48	1405	1369
48	1225	1358
48	240	1110
48	491	859
49	1723	1803
49	288	1550
49	312	615
49	1141	959
50	853	1886
50	941	1876
50	1014	1836
50	444	859
50	631	122
50	1237	122
50	756	668
50	529	110
50	216	896
51	679	647
51	1296	936
51	177	700
51	738	991
51	820	1757
51	345	1778
51	1492	527
51	752	679
51	1751	1985
51	681	53
51	180	635
51	673	1378
51	343	1933
51	1061	1147
52	37	990
52	759	1618
52	1406	1419
52	1651	1696
52	507	699
52	75	252
52	422	1284
52	1057	1958
52	359	2
52	406	1747
52	702	1709
52	1544	1589
52	1371	1617
52	654	315
52	498	1839
52	375	554
52	1292	1122
52	515	663
52	1569	476
52	856	275
52	721	139
52	879	264
52	780	1970
52	686	1432
52	1973	104
52	329	78
52	178	1278
52	1691	71
52	738	798
52	639	1569
52	889	1395
52	1955	861
52	888	144
52	988	1840
52	1996	1096
52	684	1443
52	1354	1964
52	974	1462
52	1268	1018
52	1958	900
52	1423	966
52	258	1426
52	327	1717
52	1747	352
52	1223	1294
52	1856	299
52	433	345
53	1505	437
53	750	349
53	647	997
53	511	643
53	1082	222
53	1537	1991
53	1598	1730
53	563	1695
53	1538	956
53	381	1402
53	1542	513
53	827	13
53	925	1589
53	1430	668
53	743	1174
53	769	628
53	1298	1979
53	306	1167
53	1540	583
53	202	618
53	922	1031
53	1031	1273
53	672	1942
53	622	1134
53	983	554
53	77	730
53	1660	155
53	1526	1889
53	513	1252
53	1871	244
53	119	1717
53	1809	274
53	84	228
53	260	14
53	1966	1548
53	968	1579
53	605	785
53	1987	987
53	1459	555
53	1883	1166
53	264	1199
53	1258	1675
53	945	546
53	396	1634
53	304	1373
53	907	1303
53	1072	1365
53	868	238
54	11	604
54	1580	986
54	998	829
54	1202	1911
54	110	575
54	1642	455
54	920	1168
55	642	115
55	1306	630
55	1867	247
55	887	1317
56	671	55
56	391	1874
56	693	1304
56	135	1297
56	969	1852
56	283	908
56	284	419
56	1361	1844
56	1425	1451
56	1966	1814
56	395	881
56	973	118
56	626	1871
56	661	1591
56	1775	68
56	112	654
56	1241	785
56	753	1780
56	387	1832
56	685	1458
56	333	14
56	126	1469
56	1377	1116
56	1090	267
56	301	1421
56	462	1801
56	209	1496
56	1448	1392
56	1786	1471
56	1687	631
56	63	753
56	1990	1707
56	1530	1899
56	860	1412
56	1774	1040
57	8	1863
57	1354	127
57	1866	1404
57	184	1544
57	1865	857
57	956	115
57	263	646
57	828	883
57	1260	247
57	1265	382
57	1569	954
57	1357	1697
57	1599	962
57	524	893
57	1129	1501
57	990	1081
57	1412	1682
57	163	395
57	1534	175
57	692	1639
57	277	1295
57	1843	636
57	1292	116
57	501	973
57	1173	1851
57	805	1683
57	125	339
57	720	437
57	1890	1108
57	1881	1233
57	1910	404
57	300	898
57	1383	773
57	1116	512
57	1808	1521
57	890	131
57	1295	490
57	74	1902
57	1658	376
57	534	1277
58	17	281
58	28	1130
58	1360	985
58	1092	1267
58	1004	523
58	871	239
58	870	148
58	1250	916
58	1138	878
58	1014	1032
58	667	289
58	1251	521
58	1459	1489
58	1788	1369
58	169	1519
58	813	1225
58	576	558
58	93	504
58	646	1006
58	1631	283
58	1655	353
58	332	1378
58	674	337
58	1196	1693
58	1383	1291
58	1311	428
58	349	1928
58	1839	1007
58	448	398
58	204	881
58	1646	77
58	746	1444
58	1622	1790
58	476	450
58	1299	1307
58	1630	1215
58	1000	1045
58	232	729
58	1031	593
58	1627	271
58	1851	1519
58	128	231
58	1854	966
58	1783	333
58	914	780
58	1418	242
58	479	1847
58	216	1244
58	1753	1407
58	1264	239
58	626	197
59	1001	356
59	1755	1653
59	236	338
59	644	689
59	1017	1070
59	1480	1263
59	1212	888
59	631	484
59	553	353
59	1742	400
59	1392	904
59	1030	814
59	1596	1837
59	1715	1505
59	966	1795
59	1495	775
59	1499	1629
60	19	1496
